rna	cds	GeneID	Name	gene_name	description	protein_id	protein_family._internal	protein_copy_number	FPKM	kdp	hl	beta	beta.var
21943	19497	GeneID:100768069,Genbank:XP_007646595.1	XP_007646595.1	Gtf2h3	general transcription factor IIH subunit 3 isoform X1	XP_007646595.1	1429	2345.45037925476	15.6743	0.0197930042991246	35.019806497521	0.0338152058980557	8.14218121431851e-07
21951	19505	GeneID:100769124,Genbank:XP_003507870.2	XP_003507870.2	Ncor2	nuclear receptor corepressor 2 isoform X2	XP_003507870.2	1431	4512.22038524223	9.82718	0.0435874020089113	15.9024660478327	0.0576096036078424	4.23885345509395e-11
21954	19508	GeneID:100736552,Genbank:NP_001231777.1	NP_001231777.1	Scarb1	scavenger receptor class B member 1	NP_001231777.1	1432	193496.719853755	77.4803	0.0409182607378768	16.9398006674883	0.0549404623368079	1.89931840248288e-11
21955	19509	GeneID:100771608,Genbank:XP_003507878.2	XP_003507878.2	Esf1	ESF1 homolog isoform X2	XP_003507878.2	1433	10633.1414342639	22.7699	0.0345607518936766	20.0559056901411	0.0485829534926077	1.08606117878449e-09
21957	19510	GeneID:100770742,Genbank:XP_003507875.1	XP_003507875.1	Ndufaf5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5 isoform X1	XP_003507875.1	1435	6488.85455047591	10.5491	0.0141648637135376	48.9342640054837	0.0281870653124687	2.57774041884126e-09
21966	19519	GeneID:100751180,Genbank:XP_003507891.1	XP_003507891.1	Racgap1	rac GTPase-activating protein 1	XP_003507891.1	1436	44268.8976005208	107895	0.172489673731078	4.01848508126119	0.186511875330009	3.265291719066e-06
21969	19522	GeneID:100773634,Genbank:XP_007646605.1	XP_007646605.1	Smarcd1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 isoform X1	XP_007646605.1	1437	27251.4104449477	34.5454	0.0200537035413803	34.5645470987269	0.0340759051403114	1.56188136566859e-06
21973	19524	GeneID:100772179,Genbank:XP_003507879.1	XP_003507879.1	Gpd1	glycerol-3-phosphate dehydrogenase [NAD(+)]%2C cytoplasmic	XP_003507879.1	1438	1498507.4264774	99.7004	0.017407521410187	39.8188325739649	0.0314297230091181	4.94194833207109e-13
21978	19530	GeneID:100772761,Genbank:XP_007646611.1	XP_007646611.1	Lima1	LIM domain and actin-binding protein 1 isoform X1	XP_007646611.1	1441	131844.21170162	3.97414	0.0219370528135191	31.5970967682943	0.0359592544124502	1.86793412080721e-11
21981	19534	GeneID:100775073,Genbank:XP_007646613.1	XP_007646613.1	Larp4	la-related protein 4	XP_007646613.1	1442	182593.625581652	58731	0.0363258317845563	19.0813849678903	0.0503480333834874	4.76907575062202e-11
21982	19535	GeneID:100750591,Genbank:XP_003507889.1	XP_003507889.1	Dip2b	disco-interacting protein 2 homolog B isoform X1	XP_003507889.1	1443	20293.920317865	8.11256	0.0232674682387365	29.790399773963	0.0372896698376676	1.49881831562326e-12
21995	19547	GeneID:100751954,Genbank:XP_007646626.1	XP_007646626.1	Rab14	ras-related protein Rab-14	XP_007646626.1	1445	538648.324807151	97.0606	0.0257366250866359	26.932326139369	0.0397588266855671	2.21893798059386e-10
22015	19568	GeneID:100756458,Genbank:XP_003507906.1	XP_003507906.1	Ndufaf7	NADH dehydrogenase [ubiquinone] complex I%2C assembly factor 7 isoform X1	XP_003507906.1	1446	35139.6087776484	27.5179	0.0243566598471741	28.458219842503	0.0383788614461052	5.36125133458758e-09
22016	19569	GeneID:100756756,Genbank:XP_003507907.1	XP_003507907.1	Cebpz	CCAAT/enhancer-binding protein zeta	XP_003507907.1	1447	65342.4917028833	60824	0.0269221279584149	25.7463741956287	0.040944329557346	3.66805999622253e-11
22024	19576	GeneID:100758778,Genbank:XP_003507912.1	XP_003507912.1	Ankmy2	ankyrin repeat and MYND domain-containing protein 2 isoform X1	XP_003507912.1	1449	2777.88806447691	10419	0.0253269719405805	27.3679452161172	0.0393491735395116	0.00013284184892302
22025	19577	GeneID:100759248,Genbank:XP_003507914.1	XP_003507914.1	Bzw2	basic leucine zipper and W2 domain-containing protein 2	XP_003507914.1	1450	628006.795340039	207471	0.0175754329025627	39.4384129485014	0.0315976345014938	7.36444773239216e-15
22030	19581	GeneID:100761003,Genbank:XP_003507918.1	XP_003507918.1	Zfyve16	zinc finger FYVE domain-containing protein 16	XP_003507918.1	1451	1658.80385696368	8.68831	0.0821697216385558	8.43555468775868	0.0961919232374869	1.36901695448691e-06
22031	19583	GeneID:100761480,Genbank:XP_003507920.1	XP_003507920.1	Fam151b	protein FAM151B	XP_003507920.1	1452	2864.42139113767	17.2337	0.0361402651506606	19.1793606845542	0.0501624667495917	3.33201489364225e-05
22077	19623	GeneID:100773345,Genbank:XP_003507952.1	XP_003507952.1	Imp4	U3 small nucleolar ribonucleoprotein protein IMP4	XP_003507952.1	1457	94834.6674830914	85.1336	0.053339939373908	12.994900044806	0.0673621409728391	1.07626824286288e-10
22078	19624	GeneID:100773635,Genbank:XP_003507953.1	XP_003507953.1	Ccdc115	coiled-coil domain-containing protein 115	XP_003507953.1	1458	32958.1131486911	29.3182	0.02690250049123	25.7651581787316	0.0409247020901611	4.84707835626788e-09
22107	19652	GeneID:100751668,Genbank:XP_003507962.1	XP_003507962.1	Ndc80	kinetochore protein NDC80 homolog isoform X1	XP_003507962.1	1462	14608.0667253641	27.9951	0.0184116067158021	37.647294516944	0.0324338083147332	1.60175717867961e-07
22135	19676	GeneID:100760125,Genbank:XP_003507980.1	XP_003507980.1	Cwc27	peptidyl-prolyl cis-trans isomerase CWC27 homolog	XP_003507980.1	1463	12695.5541681693	10.7466	0.0303986222672274	22.8019274843	0.0444208238661585	5.94112330298238e-07
22140	19681	GeneID:100761004,Genbank:XP_003507983.2	XP_003507983.2	Ppwd1	peptidylprolyl isomerase domain and WD repeat-containing protein 1	XP_003507983.2	1464	26490.1142265367	16.7115	0.0117201407938402	59.1415404262248	0.0257423423927713	1.34559993335426e-09
22151	19692	GeneID:100764181,Genbank:XP_003507991.1	XP_003507991.1	Uxt	protein UXT isoform X1	XP_003507991.1	1465	19602.3600442352	36.6117	0.0223928846058259	30.9539031152606	0.036415086204757	3.39082385762073e-10
22191	19727	GeneID:100769598,Genbank:XP_003508006.1	XP_003508006.1	Bod1l1	biorientation of chromosomes in cell division protein 1-like 1 isoform X1	XP_003508006.1	1466	3570.26374261851	7.01936	0.0356436744683791	19.4465691570285	0.0496658760673102	1.50558126409543e-11
22208	19737	GeneID:100774499,Genbank:XP_003508023.1	XP_003508023.1	Snrpg	small nuclear ribonucleoprotein G	XP_003508023.1	1467	595739.427198153	219.9	0.0154009248255118	45.0068543553786	0.0294231264244429	2.47755525214752e-09
22209	19738	GeneID:100774789,Genbank:XP_003508024.1	XP_003508024.1	Pcyox1	prenylcysteine oxidase 1 isoform X1	XP_003508024.1	1468	192878.711838194	28.7641	0.0156698373504123	44.2344847020193	0.0296920389493434	1.04278571284442e-14
22231	19758	GeneID:100771216,Genbank:XP_003508012.1	XP_003508012.1	Pcbp1	poly(rC)-binding protein 1	XP_003508012.1	1470	1772492.92477436	387643	0.018249426128836	37.9818617674065	0.0322716277277671	2.23936102118675e-12
22239	19762	GeneID:100773920,Genbank:XP_007646774.1	XP_007646774.1	Snrnp27	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein isoform X1	XP_007646774.1	1471	8146.88337676802	159591	0.0283538337477829	24.4463301409512	0.0423760353467141	1.92174124577099e-06
22242	19764	GeneID:100771507,Genbank:XP_007646775.1	XP_007646775.1	Anxa4	annexin A4	XP_007646775.1	1472	874217.012218987	34.0867	0.0192499263791823	36.0077834536315	0.0332721279781134	3.42461850205853e-13
22253	19776	GeneID:100772473,Genbank:XP_003508017.1	XP_003508017.1	Nfu1	NFU1 iron-sulfur cluster scaffold homolog%2C mitochondrial isoform X1	XP_003508017.1	1474	52370.1027834121	42.2732	0.0186019767389929	37.2620173804966	0.032624178337924	1.20305410553317e-11
22263	19785	GeneID:100751472,Genbank:XP_003508028.1	XP_003508028.1	Chaf1b	chromatin assembly factor 1 subunit B isoform X1	XP_003508028.1	1475	28767.8317087029	22.6318	0.0253360835282242	27.3581029123063	0.0393582851271553	7.15988138320284e-11
22271	19793	GeneID:100689021,Genbank:NP_001230936.1	NP_001230936.1	Cbr3	carbonyl reductase 3	NP_001230936.1	1477	926718.780371674	43.4102	0.0150875888431163	45.9415475704849	0.0291097904420474	2.65991103184865e-17
22310	19797	GeneID:100756951,Genbank:XP_007646802.1	XP_007646802.1	LOC100756951	beta-hexosaminidase subunit beta-like isoform X1	XP_007646802.1	1478	18956.2010796487	25.2685	0.0334294543167648	20.7346244420249	0.0474516559156959	6.33922781378305e-09
22312	19799	GeneID:100755195,Genbank:XP_003508037.1	XP_003508037.1	Gfm2	ribosome-releasing factor 2%2C mitochondrial isoform X1	XP_003508037.1	1479	8401.55836079804	5.11265	0.024659082243462	28.1092042970789	0.0386812838423931	2.45456700826949e-09
22317	19804	GeneID:100755777,Genbank:XP_003508038.1	XP_003508038.1	Nsa2	ribosome biogenesis protein NSA2 homolog	XP_003508038.1	1481	14831.7808043309	139034	0.164135494124894	4.2230182097756	0.178157695723825	2.21586287909797e-06
22322	19809	GeneID:100756363,Genbank:XP_007646809.1	XP_007646809.1	Hmgcr	3-hydroxy-3-methylglutaryl-coenzyme A reductase isoform X3	XP_007646809.1	1482	32930.2546780007	83.6169	0.180718956998834	3.83549790277074	0.194741158597765	2.27487434463774e-08
22327	19814	GeneID:100758965,Genbank:XP_007646814.1	XP_007646814.1	Itpr2	inositol 1%2C4%2C5-trisphosphate receptor type 2 isoform X1	XP_007646814.1	1484	1207.28791964935	5.30882	0.0285299762126857	24.2953998767003	0.0425521778116168	1.42059491359572e-08
22339	19823	GeneID:100760715,Genbank:XP_003508052.1	XP_003508052.1	Tmem126a	transmembrane protein 126A	XP_003508052.1	1485	8486.79121431401	20.5886	0.0189343593883666	36.6079024033853	0.0329565609872977	5.83852683173619e-12
22359	19843	GeneID:100762248,Genbank:XP_003508058.1	XP_003508058.1	LOC100762248	protein Hikeshi isoform X1	XP_003508058.1	1487	28513.7516568301	86.9473	0.0179176159543999	38.6852348171763	0.031939817553331	4.02830406831615e-10
22364	19848	GeneID:100764482,Genbank:XP_007646838.1	XP_007646838.1	Me3	NADP-dependent malic enzyme%2C mitochondrial isoform X1	XP_007646838.1	1488	6889.18090753232	5.38284	0.0115414958829642	60.0569620774257	0.0255636974818953	2.39353315584026e-09
22367	19851	GeneID:100765358,Genbank:XP_003508066.1	XP_003508066.1	Shprh	E3 ubiquitin-protein ligase SHPRH isoform X1	XP_003508066.1	1489	1541.98316439474	8.30464	0.0461142481186124	15.0310849431411	0.0601364497175435	5.0150541927674e-10
22370	19854	GeneID:100767017,Genbank:XP_007646840.1	XP_007646840.1	Arfgap3	ADP-ribosylation factor GTPase-activating protein 3 isoform X2	XP_007646840.1	1490	52050.3898397567	34.9261	0.0418990972689601	16.5432485599981	0.0559212988678912	3.86707790327574e-10
22373	19855	GeneID:100767688,Genbank:XP_007646841.1	XP_007646841.1	Pacsin2	protein kinase C and casein kinase substrate in neurons protein 2	XP_007646841.1	1491	137926.718702064	47.8833	0.0191748276729965	36.1488088644516	0.0331970292719276	1.06001773592213e-12
22381	19863	GeneID:100769125,Genbank:XP_003508076.2	XP_003508076.2	Ttll12	tubulin--tyrosine ligase-like protein 12 isoform X1	XP_003508076.2	1493	1570718.86993351	95.3731	0.0131742819745155	52.6136590897917	0.0271964835734466	1.14969687171207e-14
22389	19871	GeneID:100771317,Genbank:XP_003508083.1	XP_003508083.1	Dhx36	probable ATP-dependent RNA helicase DHX36 isoform X1	XP_003508083.1	1494	87753.8979310807	24.0403	0.0223566772957887	31.0040338906047	0.0363788788947198	4.7584611833421e-11
22399	19878	GeneID:100753840,Genbank:XP_003508106.1	XP_003508106.1	LOC100753840	UPF0668 protein C10orf76 homolog isoform X1	XP_003508106.1	1495	15175.2623600437	7.7214	0.0185607341434187	37.3448148766099	0.0325829357423498	1.76688204838574e-11
22401	19880	GeneID:100773245,Genbank:XP_003508088.1	XP_003508088.1	Hps6	Hermansky-Pudlak syndrome 6 protein	XP_003508088.1	1496	1392.58256996539	7.68878	0.0266209026990832	26.0377038447993	0.0406431042980143	3.12361257803266e-05
22413	19890	GeneID:100773818,Genbank:XP_007646862.1	XP_007646862.1	Nolc1	nucleolar and coiled-body phosphoprotein 1 isoform X2	XP_007646862.1	1497	144962.784204227	78.9637	0.0155590009175188	44.5495944266891	0.0295812025164499	1.0853190422398e-11
22416	19894	GeneID:100689421,Genbank:XP_007646850.1	XP_007646850.1	Gbf1	golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 isoform X2	XP_007646850.1	1498	1437.92534106483	7.3304	0.0258752735003787	26.7880136822438	0.0398974750993098	1.4988505675316e-07
22424	19902	GeneID:100752453,Genbank:XP_007646879.1	XP_007646879.1	Fbxl15	F-box/LRR-repeat protein 15 isoform X1	XP_007646879.1	1501	7962.08968823392	18.0724	0.032361557003185	21.4188452209431	0.0463837586021161	2.06885505923991e-06
22428	19905	GeneID:100750415,Genbank:XP_003508094.1	XP_003508094.1	Cuedc2	CUE domain-containing protein 2 isoform X1	XP_003508094.1	1502	85706.129355715	93.9142	0.168223205017423	4.12040170372545	0.182245406616354	6.3760635006965e-09
22434	19909	GeneID:100750704,Genbank:XP_003508095.1	XP_003508095.1	Actr1a	alpha-centractin	XP_003508095.1	1503	673054.450181586	91.9156	0.0135632278383459	51.1048836472599	0.027585429437277	8.53866639887687e-13
22442	19916	GeneID:100754614,Genbank:XP_007646883.1	XP_007646883.1	Tns3	tensin-3 isoform X2	XP_007646883.1	1505	37117.4349562972	16.4643	0.0456120444335897	15.1965821564774	0.0596342460325208	1.09092641698873e-09
22466	19940	GeneID:100756459,Genbank:XP_003508114.1	XP_003508114.1	Pdlim1	PDZ and LIM domain protein 1	XP_003508114.1	1508	1064648.41683154	121172	0.0168597271895941	41.1125976574377	0.0308819287885252	2.37280041551756e-14
22483	19956	GeneID:100759348,Genbank:XP_003508124.1	XP_003508124.1	Tssc4	protein TSSC4	XP_003508124.1	1509	7346.66875351376	26.6259	0.0235169321717916	29.4743878791881	0.0375391337707228	1.14832348079811e-06
22495	19966	GeneID:100762944,Genbank:XP_003508134.1	XP_003508134.1	Upb1	beta-ureidopropionase isoform X2	XP_003508134.1	1511	55183.9634134934	21.4844	0.0267486845832298	25.9133184064878	0.0407708861821609	1.65370209905535e-11
22498	19969	GeneID:100768269,Genbank:XP_007646917.1	XP_007646917.1	Snrpd3	small nuclear ribonucleoprotein Sm D3	XP_007646917.1	1512	1395888.87398305	80.7532	0.0160728928808489	43.1252286503969	0.03009509447978	3.11557488143272e-07
22508	19978	GeneID:100765163,Genbank:XP_003508142.1	XP_003508142.1	Ddt	D-dopachrome decarboxylase	XP_003508142.1	1513	1005710.33672209	232216	0.0150177885742338	46.1550765036863	0.0290399901731649	6.09518988026575e-13
22512	19982	GeneID:100766034,Genbank:XP_003508145.1	XP_003508145.1	LOC100766034	glutathione S-transferase theta-2	XP_003508145.1	1514	82585.5402660954	30167	0.0200828761343434	34.514338281189	0.0341050777332745	1.1120832858417e-10
22514	19983	GeneID:100766328,Genbank:XP_003508146.1	XP_003508146.1	Mif	macrophage migration inhibitory factor isoform X1	XP_003508146.1	1515	1441588.72546564	769476	0.0168723517248909	41.0818356481617	0.030894553323822	1.43907271188063e-07
22516	19985	GeneID:100769126,Genbank:XP_007646925.1	XP_007646925.1	Smarcb1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 isoform X2	XP_007646925.1	1516	12237.2915358706	31.7225	0.0275286710609713	25.1791006919565	0.0415508726599024	1.15066130130676e-07
22528	19996	GeneID:100771707,Genbank:XP_003508163.1	XP_003508163.1	Snrpb2	U2 small nuclear ribonucleoprotein B'' isoform X1	XP_003508163.1	1518	196493.814005996	81.0588	0.0172709355968739	40.1337366277603	0.031293137195805	1.46825633838662e-08
22529	19998	GeneID:100772279,Genbank:XP_007646931.1	XP_007646931.1	Gbe1	1%2C4-alpha-glucan-branching enzyme isoform X1	XP_007646931.1	1519	6105.11461948998	5.71919	0.0177823748778558	38.9794493323338	0.0318045764767869	1.35589477837154e-10
22532	20001	GeneID:100772867,Genbank:XP_003508167.1	XP_003508167.1	Fam86a	protein FAM86A	XP_003508167.1	1521	1558.69427653049	22.2704	0.169662415273632	4.08544921066952	0.183684616872563	0.00210586129049003
22535	20004	GeneID:100774024,Genbank:XP_003508170.1	XP_003508170.1	Nagpa	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase isoform X1	XP_003508170.1	1522	10734.0228749148	20.5178	0.0214911445933028	32.252687964137	0.0355133461922339	5.29195759316572e-09
22537	20006	GeneID:100751473,Genbank:XP_007646938.1	XP_007646938.1	LOC100751473	glyceraldehyde-3-phosphate dehydrogenase-like	XP_007646938.1	1523	8569501.42282638	0.46309	0.0120370065586554	57.5846808076654	0.0260592081575865	0
22563	20030	GeneID:100754824,Genbank:XP_003508184.1	XP_003508184.1	Jak1	tyrosine-protein kinase JAK1 isoform X1	XP_003508184.1	1524	16702.3158491776	92.7135	0.213782900462174	3.2422947722266	0.227805102061105	1.37181488206237e-11
22564	20031	GeneID:100755987,Genbank:XP_007646949.1	XP_007646949.1	Ak4	adenylate kinase 4%2C mitochondrial	XP_007646949.1	1525	34179.2178148781	8.12397	0.0341300903805035	20.3089758284349	0.0481522919794346	9.29421365322722e-08
22572	20040	GeneID:100757438,Genbank:XP_007646954.1	XP_007646954.1	Stag2	cohesin subunit SA-2 isoform X1	XP_007646954.1	1526	38115.6751049097	5.89569	0.0352748450110582	19.649900101408	0.0492970466099894	4.9148077572611e-11
22589	20054	GeneID:100761090,Genbank:XP_003508202.1	XP_003508202.1	Dynlt3	dynein light chain Tctex-type 3	XP_003508202.1	1528	8749.91973059703	27.8092	0.0170476069622378	40.6595003096526	0.0310698085611689	0.000687616257066015
22594	20058	GeneID:100763126,Genbank:XP_003508208.2	XP_003508208.2	Baiap2l1	brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	XP_003508208.2	1529	32552.1945996801	21.2603	0.0399219360625175	17.3625642672861	0.0539441376614486	2.56021109222969e-08
22619	20080	GeneID:100767396,Genbank:XP_007646982.1	XP_007646982.1	Spr	sepiapterin reductase isoform X1	XP_007646982.1	1532	104141.572736054	12.1291	0.0141858881279834	48.8617402242605	0.0282080897269145	3.10064969842177e-09
22626	20087	GeneID:100769992,Genbank:XP_007646996.1	XP_007646996.1	Smyd5	SET and MYND domain-containing protein 5 isoform X1	XP_007646996.1	1533	23767.5083438435	27358	0.0235883386591236	29.38516317646	0.0376105402580547	2.92558437690471e-11
22628	20089	GeneID:100770561,Genbank:XP_007646985.1	XP_007646985.1	Cct7	T-complex protein 1 subunit eta isoform X1	XP_007646985.1	1534	2674420.0624585	370424	0.0114258724926051	60.6647046874147	0.0254480740915362	4.14880460574895e-16
22637	20098	GeneID:100689326,Genbank:NP_001233688.1	NP_001233688.1	Sptlc1	serine palmitoyltransferase 1	NP_001233688.1	1535	27700.7392464866	26.9067	0.0181864574197045	38.1133699963435	0.0322086590186356	6.15271770148123e-11
22650	20107	GeneID:100751183,Genbank:XP_003508239.2	XP_003508239.2	Rnf14	E3 ubiquitin-protein ligase RNF14 isoform X1	XP_003508239.2	1536	3484.35525978936	26.2803	0.0263743101722279	26.2811491953192	0.040396511771159	1.84360002500989e-07
22685	20139	GeneID:100758493,Genbank:XP_007647028.1	XP_007647028.1	Pola1	DNA polymerase alpha catalytic subunit isoform X2	XP_007647028.1	1537	14352.645420586	30.6819	0.0430106814493066	16.1156986405088	0.0570328830482377	4.810094823311e-09
22688	20142	GeneID:100766036,Genbank:XP_003508271.1	XP_003508271.1	LOC100766036	10 kDa heat shock protein%2C mitochondrial	XP_003508271.1	1539	206250.257481565	262115	0.00983524885945499	70.4758151486525	0.0238574504583861	1.28028796293255e-12
22692	20145	GeneID:100763988,Genbank:XP_007647032.1	XP_007647032.1	Rfc4	replication factor C subunit 4 isoform X1	XP_007647032.1	1540	184932.159827354	53.4138	0.0196619826810191	35.2531680962715	0.0336841842799502	5.66649810111888e-12
22703	20155	GeneID:100765455,Genbank:XP_007647035.1	XP_007647035.1	Dnajb11	dnaJ homolog subfamily B member 11	XP_007647035.1	1542	128265.879193977	88.7443	0.0114390325354892	60.5949129359916	0.0254612341344203	3.27503338049885e-11
22711	20163	GeneID:100772081,Genbank:XP_007647048.1	XP_007647048.1	Ppp6r1	serine/threonine-protein phosphatase 6 regulatory subunit 1 isoform X1	XP_007647048.1	1543	2381.9368098801	39.3336	0.0349757951625366	19.8179105675456	0.0489979967614677	1.44160568482258e-10
22721	20173	GeneID:100767490,Genbank:XP_007647055.1	XP_007647055.1	LOC100767490	isochorismatase domain-containing protein 2A%2C mitochondrial-like isoform X1	XP_007647055.1	1545	75604.3090849313	26.2046	0.018209578228129	38.0649772266123	0.0322317798270601	4.19990659497521e-11
22739	20189	GeneID:100753142,Genbank:XP_003508301.1	XP_003508301.1	LOC100753142	10 kDa heat shock protein%2C mitochondrial	XP_003508301.1	1548	820843.230222173	150605	0.0103621999117096	66.8918942373103	0.0243844015106407	1.41766224950462e-12
22740	20190	GeneID:100751956,Genbank:XP_003508298.2	XP_003508298.2	Msn	moesin isoform X1	XP_003508298.2	1549	1881157.65657761	138.65	0.0156248015484348	44.3619829929541	0.0296470031473659	8.69652019099665e-15
22756	20205	GeneID:100757530,Genbank:XP_003508310.1	XP_003508310.1	Ctr9	RNA polymerase-associated protein CTR9 homolog	XP_003508310.1	1550	36341.3950987092	23.1446	0.0361784342712799	19.1591259965111	0.050200635870211	6.57672203320567e-12
22804	20251	GeneID:100767877,Genbank:XP_007647109.1	XP_007647109.1	Hdac4	histone deacetylase 4 isoform X2	XP_007647109.1	1555	1171.61443170605	3.18329	0.0541223829972271	12.8070336554741	0.0681445845961582	6.10599218093376e-09
22816	20261	GeneID:100769599,Genbank:XP_003508345.1	XP_003508345.1	Gpn2	GPN-loop GTPase 2 isoform X1	XP_003508345.1	1559	8068.35645844106	51.9846	0.0179648451098849	38.5835322442357	0.031987046708816	0
22817	20262	GeneID:100769890,Genbank:XP_003508346.1	XP_003508346.1	Sfn	14-3-3 protein sigma	XP_003508346.1	1560	35250.9365091241	0.158358	0.660487768685674	1.04944741359747	0.674509970284605	4.95643270412413e-07
22831	20274	GeneID:100771997,Genbank:XP_007647120.1	XP_007647120.1	Arid1a	AT-rich interactive domain-containing protein 1A isoform X1	XP_007647120.1	1562	11878.9958966984	9.00726	0.0264305964094958	26.2251812187982	0.0404527980084269	5.59797074868917e-10
22832	20275	GeneID:100770849,Genbank:XP_007647123.1	XP_007647123.1	Rps6ka1	ribosomal protein S6 kinase alpha-1 isoform X1	XP_007647123.1	1563	30960.2683765194	35.2888	0.0210113544294908	32.9891717778587	0.035033556028422	5.26972112430878e-16
22846	20288	GeneID:100752047,Genbank:XP_003508363.1	XP_003508363.1	Dnajc17	dnaJ homolog subfamily C member 17	XP_003508363.1	1564	14307.648606644	16.6894	0.0454452065129005	15.2523716745171	0.0594674081118317	5.66621354593575e-10
22849	20291	GeneID:100752341,Genbank:XP_003508364.1	XP_003508364.1	Rmdn3	regulator of microtubule dynamics protein 3	XP_003508364.1	1566	30433.8318520552	21426	0.0222470511707679	31.1568115360262	0.036269252769699	4.11817885745153e-06
22851	20292	GeneID:100689324,Genbank:NP_001233686.1	NP_001233686.1	Rad51	DNA repair protein RAD51 homolog 1	NP_001233686.1	1567	20434.9643493563	21673	0.0723263657142578	9.58360307081356	0.0863485673131889	0.000594010768971364
22854	20295	GeneID:100752640,Genbank:XP_003508365.1	XP_003508365.1	Rpusd2	RNA pseudouridylate synthase domain-containing protein 2	XP_003508365.1	1568	20813.8309645062	9429	0.022524985231041	30.7723700348864	0.0365471868299721	6.53147696212576e-11
22868	20307	GeneID:100756461,Genbank:XP_003508376.2	XP_003508376.2	Dnph1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	XP_003508376.2	1569	392780.261561013	124684	0.0150050791008602	46.1941703806286	0.0290272806997913	2.44340881418577e-13
22891	20330	GeneID:100758205,Genbank:XP_007647160.1	XP_007647160.1	Polr1c	DNA-directed RNA polymerases I and III subunit RPAC1 isoform X1	XP_007647160.1	1570	313558.374540369	66.5242	0.0244434697452715	28.3571517375937	0.0384656713442026	1.93101158474922e-10
22893	20332	GeneID:100755295,Genbank:XP_003508373.1	XP_003508373.1	Xpo5	exportin-5 isoform X1	XP_003508373.1	1571	289886.483073006	34.0415	0.0178007915243141	38.9391213089134	0.0318229931232452	1.05150504207795e-13
22917	20346	GeneID:100762545,Genbank:XP_003508391.1	XP_003508391.1	Mcts1	malignant T-cell-amplified sequence 1 isoform X1	XP_003508391.1	1572	129219.170667189	67.1416	0.0148667122015839	46.6241070090869	0.028888913800515	1.78395369519379e-10
22939	20368	GeneID:100768645,Genbank:XP_007647188.1	XP_007647188.1	Smg9	protein SMG9 isoform X1	XP_007647188.1	1573	32618.6908065668	60.8193	0.0646904895303943	10.7148235481241	0.0787126911293254	8.09174964000331e-10
22979	20405	GeneID:100754718,Genbank:XP_007647212.1	XP_007647212.1	Ppp1r12a	protein phosphatase 1 regulatory subunit 12A isoform X3	XP_007647212.1	1580	56411.4993606637	22.2095	0.0160110327545436	43.2918470148807	0.0300332343534747	7.4315464973987e-12
22990	20415	GeneID:100756078,Genbank:XP_003508440.1	XP_003508440.1	Ralbp1	ralA-binding protein 1	XP_003508440.1	1583	565.67823583834	34.4364	0.017149961925126	40.4168349519443	0.0311721635240571	1.6428871762408e-08
22991	20416	GeneID:100757531,Genbank:XP_003508444.1	XP_003508444.1	Ppp4r1	serine/threonine-protein phosphatase 4 regulatory subunit 1 isoform X1	XP_003508444.1	1584	9807.44476836243	26.2234	0.0162286726112076	42.71126771522	0.0302508742101387	6.63901633575145e-11
22992	20417	GeneID:100757810,Genbank:XP_003508445.1	XP_003508445.1	Rab31	ras-related protein Rab-31 isoform X1	XP_003508445.1	1585	204340.502224971	183669	0.0230640867106437	30.0530946339215	0.0370862883095748	5.85703847388076e-12
22998	20422	GeneID:100759253,Genbank:XP_003508449.1	XP_003508449.1	Cct2	T-complex protein 1 subunit beta isoform X1	XP_003508449.1	1586	5082913.53389416	368536	0.0109639376580549	63.2206422708642	0.024986139256986	1.70522245601919e-14
23007	20429	GeneID:100761008,Genbank:XP_003508454.1	XP_003508454.1	Med4	mediator of RNA polymerase II transcription subunit 4 isoform X1	XP_003508454.1	1588	17284.6305387667	37.7643	0.0393648773300094	17.608264716515	0.0533870789289405	2.69167617871461e-08
23014	20435	GeneID:100763033,Genbank:XP_007647230.1	XP_007647230.1	Itgb1	integrin beta-1 isoform X1	XP_007647230.1	1589	475624.392960751	332784	0.0379420162815891	18.2685910895116	0.0519642178805203	3.0182932512072e-13
23018	20438	GeneID:100763324,Genbank:XP_007647231.1	XP_007647231.1	Nrp1	neuropilin-1 isoform X1	XP_007647231.1	1590	1089.80234870986	10.7337	0.0325643718278121	21.2854460766215	0.0465865734267432	7.8757354881452e-09
23021	20442	GeneID:100765846,Genbank:XP_007647241.1	XP_007647241.1	Nsl1	kinetochore-associated protein NSL1 homolog isoform X1	XP_007647241.1	1591	5650.95517338298	20.9701	0.0717639027107708	9.65871635149955	0.0857861043097019	0.000196142828574016
23034	20455	GeneID:100767878,Genbank:XP_007647245.1	XP_007647245.1	Syne3	nesprin-3	XP_007647245.1	1593	100941.168208593	11.8852	0.029477500730028	23.5144487624032	0.0434997023289591	7.53696735234326e-12
