"","cds","rna","GeneID","Name","gene_name","description","protein_id"
"mapping_line","17829","20112","GeneID:100754901,Genbank:XP_007645490.1","XP_007645490.1","Spata5","spermatogenesis-associated protein 5 isoform X4","XP_007645490.1"
"mapping_line","17830","20113","GeneID:100754901,Genbank:XP_003506809.1","XP_003506809.1","Spata5","spermatogenesis-associated protein 5 isoform X1","XP_003506809.1"
"mapping_line","17831","20114","GeneID:100754901,Genbank:XP_007645489.1","XP_007645489.1","Spata5","spermatogenesis-associated protein 5 isoform X3","XP_007645489.1"
"mapping_line","17832","20115","GeneID:100757134,Genbank:XP_007645491.1","XP_007645491.1","Nudt6","nucleoside diphosphate-linked moiety X motif 6 isoform X3","XP_007645491.1"
"mapping_line","17833","20116","GeneID:100757134,Genbank:XP_003506816.2","XP_003506816.2","Nudt6","nucleoside diphosphate-linked moiety X motif 6 isoform X1","XP_003506816.2"
"mapping_line","17834","20117","GeneID:100757134,Genbank:XP_007645492.1","XP_007645492.1","Nudt6","nucleoside diphosphate-linked moiety X motif 6 isoform X2","XP_007645492.1"
"mapping_line","17835","20118","GeneID:100757429,Genbank:XP_007645497.1","XP_007645497.1","Fgf2","fibroblast growth factor 2 isoform X1","XP_007645497.1"
"mapping_line","17836","20119","GeneID:100755190,Genbank:XP_007645493.1","XP_007645493.1","Bbs12","Bardet-Biedl syndrome 12 protein","XP_007645493.1"
"mapping_line","17837","20120","GeneID:100755190,Genbank:XP_003506810.1","XP_003506810.1","Bbs12","Bardet-Biedl syndrome 12 protein","XP_003506810.1"
"mapping_line","17838","20121","GeneID:100757715,Genbank:XP_007645494.1","XP_007645494.1","Centrin-2","centrin-4","XP_007645494.1"
"mapping_line","17839","20122","GeneID:100755479,Genbank:XP_003506811.1","XP_003506811.1","Il21","interleukin-21","XP_003506811.1"
"mapping_line","17840","20123","GeneID:100755773,Genbank:XP_003506812.1","XP_003506812.1","Il2","interleukin-2","XP_003506812.1"
"mapping_line","17841","20125","GeneID:100754029,Genbank:XP_007645495.1","XP_007645495.1","Adad1","adenosine deaminase domain-containing protein 1 isoform X1","XP_007645495.1"
"mapping_line","17842","20124","GeneID:100754029,Genbank:XP_003506807.2","XP_003506807.2","Adad1","adenosine deaminase domain-containing protein 1 isoform X2","XP_003506807.2"
"mapping_line","17843","20126","GeneID:100756071,Genbank:XP_007645496.1","XP_007645496.1","Kiaa1109","uncharacterized protein KIAA1109 homolog isoform X2","XP_007645496.1"
"mapping_line","17844","20127","GeneID:100756071,Genbank:XP_003506813.1","XP_003506813.1","Kiaa1109","uncharacterized protein KIAA1109 homolog isoform X1","XP_003506813.1"
"mapping_line","17845","20128","GeneID:103160864,Genbank:XP_007645498.1","XP_007645498.1","Macrod2","O-acetyl-ADP-ribose deacetylase MACROD2 isoform X1","XP_007645498.1"
"mapping_line","17846","20129","GeneID:103160864,Genbank:XP_007645499.1","XP_007645499.1","Macrod2","O-acetyl-ADP-ribose deacetylase MACROD2 isoform X2","XP_007645499.1"
"mapping_line","17847","20130","GeneID:100758004,Genbank:XP_007645500.1","XP_007645500.1","Kif16b","kinesin-like protein KIF16B isoform X1","XP_007645500.1"
"mapping_line","17848","20131","GeneID:100758004,Genbank:XP_007645501.1","XP_007645501.1","Kif16b","kinesin-like protein KIF16B isoform X2","XP_007645501.1"
"mapping_line","17849","20132","GeneID:100758865,Genbank:XP_007645506.1","XP_007645506.1","Trim36","E3 ubiquitin-protein ligase TRIM36","XP_007645506.1"
"mapping_line","17851","20134","GeneID:100759442,Genbank:XP_003506823.1","XP_003506823.1","Ccdc112","coiled-coil domain-containing protein 112 isoform X1","XP_003506823.1"
"mapping_line","17852","20135","GeneID:100759732,Genbank:XP_007645507.1","XP_007645507.1","LOC100759732","vesicle-associated membrane protein-associated protein A-like","XP_007645507.1"
"mapping_line","17854","20137","GeneID:100758290,Genbank:XP_003506820.1","XP_003506820.1","Ticam2","TIR domain-containing adapter molecule 2","XP_003506820.1"
"mapping_line","17855","20138","GeneID:100760020,Genbank:XP_007645508.1","XP_007645508.1","LOC100760020","transmembrane emp24 domain-containing protein 7 isoform X1","XP_007645508.1"
"mapping_line","17856","20139","GeneID:100758579,Genbank:XP_007645504.1","XP_007645504.1","LOC100758579","eukaryotic translation initiation factor 1A","XP_007645504.1"
"mapping_line","17857","20140","GeneID:100760315,Genbank:XP_007645509.1","XP_007645509.1","Cdo1","cysteine dioxygenase type 1 isoform X1","XP_007645509.1"
"mapping_line","17859","20142","GeneID:100761763,Genbank:XP_003506830.1","XP_003506830.1","Cpeb2","cytoplasmic polyadenylation element-binding protein 2 isoform X1","XP_003506830.1"
"mapping_line","17860","20143","GeneID:100762052,Genbank:XP_007645511.1","XP_007645511.1","Sipa1l1","signal-induced proliferation-associated 1-like protein 1 isoform X2","XP_007645511.1"
"mapping_line","17861","20144","GeneID:100762052,Genbank:XP_007645510.1","XP_007645510.1","Sipa1l1","signal-induced proliferation-associated 1-like protein 1 isoform X1","XP_007645510.1"
"mapping_line","17862","20147","GeneID:100762643,Genbank:XP_007645513.1","XP_007645513.1","Pcnx","pecanex-like protein 1 isoform X2","XP_007645513.1"
"mapping_line","17863","20148","GeneID:100762643,Genbank:XP_007645512.1","XP_007645512.1","Pcnx","pecanex-like protein 1 isoform X1","XP_007645512.1"
"mapping_line","17864","20150","GeneID:100762934,Genbank:XP_007645514.1","XP_007645514.1","Map3k9","mitogen-activated protein kinase kinase kinase 9 isoform X1","XP_007645514.1"
"mapping_line","17865","20149","GeneID:100762934,Genbank:XP_007645515.1","XP_007645515.1","Map3k9","mitogen-activated protein kinase kinase kinase 9 isoform X2","XP_007645515.1"
"mapping_line","17866","20151","GeneID:100763223,Genbank:XP_007645516.1","XP_007645516.1","Ttc9","tetratricopeptide repeat protein 9A isoform X1","XP_007645516.1"
"mapping_line","17867","20152","GeneID:100762349,Genbank:XP_003506832.1","XP_003506832.1","Med6","mediator of RNA polymerase II transcription subunit 6 isoform X1","XP_003506832.1"
"mapping_line","17869","20154","GeneID:100764078,Genbank:XP_003506836.1","XP_003506836.1","Crispld1","cysteine-rich secretory protein LCCL domain-containing 1 isoform X1","XP_003506836.1"
"mapping_line","17870","20155","GeneID:100764078,Genbank:XP_007645518.1","XP_007645518.1","Crispld1","cysteine-rich secretory protein LCCL domain-containing 1 isoform X2","XP_007645518.1"
"mapping_line","17871","20156","GeneID:100764970,Genbank:XP_007645519.1","XP_007645519.1","Pi15","peptidase inhibitor 15","XP_007645519.1"
"mapping_line","17872","20157","GeneID:100765549,Genbank:XP_007645521.1","XP_007645521.1","Gdap1","ganglioside-induced differentiation-associated protein 1 isoform X1","XP_007645521.1"
"mapping_line","17873","20158","GeneID:100765834,Genbank:XP_003506839.1","XP_003506839.1","Jph1","junctophilin-1 isoform X1","XP_003506839.1"
"mapping_line","17874","20160","GeneID:100767291,Genbank:XP_007645522.1","XP_007645522.1","LOC100767291","disks large-associated protein 1","XP_007645522.1"
"mapping_line","17875","20165","GeneID:100689217,Genbank:NP_001231179.1","NP_001231179.1","St8sia4","CMP-N-acetylneuraminate-poly-alpha-2%2C8-sialyltransferase precursor","NP_001231179.1"
"mapping_line","17877","20168","GeneID:100768729,Genbank:XP_003506842.1","XP_003506842.1","Agr3","anterior gradient protein 3 homolog","XP_003506842.1"
"mapping_line","17878","20169","GeneID:100769015,Genbank:XP_007645523.1","XP_007645523.1","Agr2","anterior gradient protein 2 homolog isoform X2","XP_007645523.1"
"mapping_line","17879","20170","GeneID:100769015,Genbank:XP_003506843.1","XP_003506843.1","Agr2","anterior gradient protein 2 homolog isoform X1","XP_003506843.1"
"mapping_line","17880","20171","GeneID:100769880,Genbank:XP_007645524.1","XP_007645524.1","Tspan13","tetraspanin-13 isoform X1","XP_007645524.1"
"mapping_line","17882","20173","GeneID:100773339,Genbank:XP_007645529.1","XP_007645529.1","Mex3c","RNA-binding E3 ubiquitin-protein ligase MEX3C","XP_007645529.1"
"mapping_line","17883","20174","GeneID:100770737,Genbank:XP_007645530.1","XP_007645530.1","Smad4","mothers against decapentaplegic homolog 4 isoform X1","XP_007645530.1"
"mapping_line","17884","20175","GeneID:100771025,Genbank:XP_003506846.1","XP_003506846.1","Elac1","zinc phosphodiesterase ELAC protein 1 isoform X1","XP_003506846.1"
"mapping_line","17886","20177","GeneID:100771601,Genbank:XP_007645525.1","XP_007645525.1","Mro","protein maestro isoform X2","XP_007645525.1"
"mapping_line","17887","20178","GeneID:100771601,Genbank:XP_003506848.1","XP_003506848.1","Mro","protein maestro isoform X1","XP_003506848.1"
"mapping_line","17888","20179","GeneID:100771601,Genbank:XP_007645526.1","XP_007645526.1","Mro","protein maestro isoform X3","XP_007645526.1"
"mapping_line","17889","20180","GeneID:100771894,Genbank:XP_003506849.1","XP_003506849.1","Mapk4","mitogen-activated protein kinase 4","XP_003506849.1"
"mapping_line","17890","20182","GeneID:100772465,Genbank:XP_003506850.1","XP_003506850.1","Ska1","spindle and kinetochore-associated protein 1","XP_003506850.1"
"mapping_line","17891","20181","GeneID:100772465,Genbank:XP_007645527.1","XP_007645527.1","Ska1","spindle and kinetochore-associated protein 1","XP_007645527.1"
"mapping_line","17893","20184","GeneID:100774784,Genbank:XP_003506854.1","XP_003506854.1","Ano5","anoctamin-5 isoform X1","XP_003506854.1"
"mapping_line","17894","20185","GeneID:100773912,Genbank:XP_003506852.1","XP_003506852.1","Slc17a6","vesicular glutamate transporter 2","XP_003506852.1"
"mapping_line","17895","20190","GeneID:100750880,Genbank:XP_007645533.1","XP_007645533.1","Fam133a","protein FAM133A","XP_007645533.1"
"mapping_line","17896","20188","GeneID:100750880,Genbank:XP_007645534.1","XP_007645534.1","Fam133a","protein FAM133A","XP_007645534.1"
"mapping_line","17897","20186","GeneID:100750880,Genbank:XP_007645535.1","XP_007645535.1","Fam133a","protein FAM133A","XP_007645535.1"
"mapping_line","17898","20191","GeneID:100750880,Genbank:XP_003506856.1","XP_003506856.1","Fam133a","protein FAM133A","XP_003506856.1"
"mapping_line","17899","20193","GeneID:100750880,Genbank:XP_007645536.1","XP_007645536.1","Fam133a","protein FAM133A","XP_007645536.1"
"mapping_line","17900","20189","GeneID:100750880,Genbank:XP_007645537.1","XP_007645537.1","Fam133a","protein FAM133A","XP_007645537.1"
"mapping_line","17901","20187","GeneID:100750880,Genbank:XP_007645538.1","XP_007645538.1","Fam133a","protein FAM133A","XP_007645538.1"
"mapping_line","17902","20192","GeneID:100750880,Genbank:XP_007645539.1","XP_007645539.1","Fam133a","protein FAM133A","XP_007645539.1"
"mapping_line","17904","20195","GeneID:100752531,Genbank:XP_003506861.1","XP_003506861.1","Ptprn2","receptor-type tyrosine-protein phosphatase N2 isoform X1","XP_003506861.1"
"mapping_line","17905","20197","GeneID:100752041,Genbank:XP_003506859.1","XP_003506859.1","Ncapg2","condensin-2 complex subunit G2 isoform X1","XP_003506859.1"
"mapping_line","17906","20196","GeneID:100752041,Genbank:XP_007645542.1","XP_007645542.1","Ncapg2","condensin-2 complex subunit G2 isoform X1","XP_007645542.1"
"mapping_line","17907","20198","GeneID:100752041,Genbank:XP_007645543.1","XP_007645543.1","Ncapg2","condensin-2 complex subunit G2 isoform X2","XP_007645543.1"
"mapping_line","17908","20201","GeneID:100755041,Genbank:XP_007645544.1","XP_007645544.1","LOC100755041","ATP-dependent DNA helicase Q5 isoform X2","XP_007645544.1"
"mapping_line","17909","20200","GeneID:100755041,Genbank:XP_007645545.1","XP_007645545.1","LOC100755041","ATP-dependent DNA helicase Q5 isoform X2","XP_007645545.1"
"mapping_line","17910","20199","GeneID:100755041,Genbank:XP_003506862.2","XP_003506862.2","LOC100755041","ATP-dependent DNA helicase Q5 isoform X2","XP_003506862.2"
"mapping_line","17911","20202","GeneID:100756265,Genbank:XP_003506875.1","XP_003506875.1","Smim5","small integral membrane protein 5","XP_003506875.1"
"mapping_line","17912","20203","GeneID:100756556,Genbank:XP_003506876.2","XP_003506876.2","Smim6","small integral membrane protein 6","XP_003506876.2"
"mapping_line","17913","20204","GeneID:100755041,Genbank:XP_007645546.1","XP_007645546.1","LOC100755041","ATP-dependent DNA helicase Q5 isoform X3","XP_007645546.1"
"mapping_line","17914","20206","GeneID:100753135,Genbank:XP_003506863.1","XP_003506863.1","Sap30bp","SAP30-binding protein isoform X1","XP_003506863.1"
"mapping_line","17915","20205","GeneID:100753135,Genbank:XP_007645547.1","XP_007645547.1","Sap30bp","SAP30-binding protein isoform X2","XP_007645547.1"
"mapping_line","17916","20207","GeneID:100756849,Genbank:XP_003506877.1","XP_003506877.1","Itgb4","integrin beta-4 isoform X1","XP_003506877.1"
"mapping_line","17919","20210","GeneID:100753431,Genbank:XP_003506864.1","XP_003506864.1","Unk","RING finger protein unkempt homolog isoform X2","XP_003506864.1"
"mapping_line","17920","20211","GeneID:100753431,Genbank:XP_007645550.1","XP_007645550.1","Unk","RING finger protein unkempt homolog isoform X1","XP_007645550.1"
"mapping_line","17921","20213","GeneID:100757716,Genbank:XP_007645551.1","XP_007645551.1","Unc13d","protein unc-13 homolog D isoform X2","XP_007645551.1"
"mapping_line","17922","20214","GeneID:100757716,Genbank:XP_003506880.1","XP_003506880.1","Unc13d","protein unc-13 homolog D isoform X1","XP_003506880.1"
"mapping_line","17923","20215","GeneID:100753733,Genbank:XP_003506865.1","XP_003506865.1","Wbp2","WW domain-binding protein 2 isoform X1","XP_003506865.1"
"mapping_line","17924","20216","GeneID:100758005,Genbank:XP_007645552.1","XP_007645552.1","Trim47","tripartite motif-containing protein 47 isoform X1","XP_007645552.1"
"mapping_line","17925","20217","GeneID:100758291,Genbank:XP_007645566.1","XP_007645566.1","Trim65","tripartite motif-containing protein 65 isoform X1","XP_007645566.1"
"mapping_line","17927","20219","GeneID:100758866,Genbank:XP_007645555.1","XP_007645555.1","Fbf1","fas-binding factor 1 isoform X2","XP_007645555.1"
"mapping_line","17928","20220","GeneID:100758866,Genbank:XP_007645554.1","XP_007645554.1","Fbf1","fas-binding factor 1 isoform X1","XP_007645554.1"
"mapping_line","17931","20224","GeneID:100759733,Genbank:XP_003506886.2","XP_003506886.2","Cdk3","cyclin-dependent kinase 3 isoform X3","XP_003506886.2"
"mapping_line","17932","20225","GeneID:100759733,Genbank:XP_007645557.1","XP_007645557.1","Cdk3","cyclin-dependent kinase 3 isoform X1","XP_007645557.1"
"mapping_line","17933","20223","GeneID:100759733,Genbank:XP_007645558.1","XP_007645558.1","Cdk3","cyclin-dependent kinase 3 isoform X2","XP_007645558.1"
"mapping_line","17934","20226","GeneID:100760021,Genbank:XP_003506887.1","XP_003506887.1","Evpl","envoplakin isoform X1","XP_003506887.1"
"mapping_line","17935","20227","GeneID:100760316,Genbank:XP_007645559.1","XP_007645559.1","Srp68","signal recognition particle subunit SRP68 isoform X1","XP_007645559.1"
"mapping_line","17936","20228","GeneID:100760610,Genbank:XP_003506889.1","XP_003506889.1","Galr2","galanin receptor type 2 isoform X1","XP_003506889.1"
"mapping_line","17938","20230","GeneID:100755106,Genbank:XP_003506871.1","XP_003506871.1","Foxj1","forkhead box protein J1","XP_003506871.1"
"mapping_line","17939","20231","GeneID:100760898,Genbank:XP_003506890.1","XP_003506890.1","Rnf157","RING finger protein 157 isoform X1","XP_003506890.1"
"mapping_line","17940","20232","GeneID:100761186,Genbank:XP_003506891.1","XP_003506891.1","Ubald2","UBA-like domain-containing protein 2","XP_003506891.1"
"mapping_line","17941","20233","GeneID:100761476,Genbank:XP_003506892.1","XP_003506892.1","Qrich2","glutamine-rich protein 2 isoform X1","XP_003506892.1"
"mapping_line","17942","20234","GeneID:100761764,Genbank:XP_007645561.1","XP_007645561.1","Prpsap1","phosphoribosyl pyrophosphate synthase-associated protein 1 isoform X1","XP_007645561.1"
"mapping_line","17943","20235","GeneID:100762053,Genbank:XP_007645562.1","XP_007645562.1","Sphk1","sphingosine kinase 1","XP_007645562.1"
"mapping_line","17944","20236","GeneID:100762350,Genbank:XP_007645563.1","XP_007645563.1","Ube2o","ubiquitin-conjugating enzyme E2 O","XP_007645563.1"
"mapping_line","17945","20237","GeneID:100755392,Genbank:XP_003506872.1","XP_003506872.1","Aanat","serotonin N-acetyltransferase isoform X1","XP_003506872.1"
"mapping_line","17946","20238","GeneID:100755685,Genbank:XP_003506873.1","XP_003506873.1","Rhbdf2","inactive rhomboid protein 2 isoform X1","XP_003506873.1"
"mapping_line","17947","20239","GeneID:100762644,Genbank:XP_003506895.1","XP_003506895.1","Cygb","cytoglobin isoform X1","XP_003506895.1"
"mapping_line","17948","20241","GeneID:100755980,Genbank:XP_007645564.1","XP_007645564.1","Prcd","progressive rod-cone degeneration protein isoform X2","XP_007645564.1"
"mapping_line","17949","20240","GeneID:100755980,Genbank:XP_003506874.1","XP_003506874.1","Prcd","progressive rod-cone degeneration protein isoform X1","XP_003506874.1"
"mapping_line","17951","20243","GeneID:100763224,Genbank:XP_003506897.1","XP_003506897.1","LOC100763224","alpha-N-acetylgalactosaminide alpha-2%2C6-sialyltransferase 1 isoform X1","XP_003506897.1"
"mapping_line","17952","20244","GeneID:100772757,Genbank:XP_003506928.1","XP_003506928.1","LOC100772757","intelectin-1a-like","XP_003506928.1"
"mapping_line","17953","20245","GeneID:100764079,Genbank:XP_003506898.2","XP_003506898.2","LOC100764079","intelectin-1a","XP_003506898.2"
"mapping_line","17954","20246","GeneID:100764378,Genbank:XP_007645574.1","XP_007645574.1","F11r","junctional adhesion molecule A isoform X1","XP_007645574.1"
"mapping_line","17955","20247","GeneID:100764675,Genbank:XP_003506900.1","XP_003506900.1","Tstd1","thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1","XP_003506900.1"
"mapping_line","17956","20248","GeneID:100764971,Genbank:XP_003506901.1","XP_003506901.1","Usf1","upstream stimulatory factor 1 isoform X2","XP_003506901.1"
"mapping_line","17957","20249","GeneID:100764971,Genbank:XP_007645575.1","XP_007645575.1","Usf1","upstream stimulatory factor 1 isoform X2","XP_007645575.1"
"mapping_line","17958","20250","GeneID:100764971,Genbank:XP_007645576.1","XP_007645576.1","Usf1","upstream stimulatory factor 1 isoform X2","XP_007645576.1"
"mapping_line","17959","20251","GeneID:100764971,Genbank:XP_007645577.1","XP_007645577.1","Usf1","upstream stimulatory factor 1 isoform X2","XP_007645577.1"
"mapping_line","17960","20252","GeneID:100764971,Genbank:XP_007645578.1","XP_007645578.1","Usf1","upstream stimulatory factor 1 isoform X1","XP_007645578.1"
"mapping_line","17961","20253","GeneID:100765257,Genbank:XP_007645580.1","XP_007645580.1","Arhgap30","rho GTPase-activating protein 30","XP_007645580.1"
"mapping_line","17962","20254","GeneID:100765550,Genbank:XP_003506904.1","XP_003506904.1","Pvrl4","poliovirus receptor-related protein 4 isoform X2","XP_003506904.1"
"mapping_line","17963","20255","GeneID:100765550,Genbank:XP_003506903.1","XP_003506903.1","Pvrl4","poliovirus receptor-related protein 4 isoform X1","XP_003506903.1"
"mapping_line","17964","20256","GeneID:100766323,Genbank:XP_007645581.1","XP_007645581.1","Klhdc9","kelch domain-containing protein 9 isoform X1","XP_007645581.1"
"mapping_line","17965","20257","GeneID:100766323,Genbank:XP_003506906.2","XP_003506906.2","Klhdc9","kelch domain-containing protein 9 isoform X2","XP_003506906.2"
"mapping_line","17966","20258","GeneID:100766028,Genbank:XP_003506905.1","XP_003506905.1","Pfdn2","prefoldin subunit 2","XP_003506905.1"
"mapping_line","17967","20259","GeneID:100766905,Genbank:XP_007645583.1","XP_007645583.1","Nit1","nitrilase homolog 1 isoform X2","XP_007645583.1"
"mapping_line","17968","20260","GeneID:100766905,Genbank:XP_007645584.1","XP_007645584.1","Nit1","nitrilase homolog 1 isoform X3","XP_007645584.1"
"mapping_line","17969","20262","GeneID:100766905,Genbank:XP_007645582.1","XP_007645582.1","Nit1","nitrilase homolog 1 isoform X1","XP_007645582.1"
"mapping_line","17970","20263","GeneID:100766905,Genbank:XP_007645585.1","XP_007645585.1","Nit1","nitrilase homolog 1 isoform X4","XP_007645585.1"
"mapping_line","17971","20261","GeneID:100766905,Genbank:XP_007645586.1","XP_007645586.1","Nit1","nitrilase homolog 1 isoform X4","XP_007645586.1"
"mapping_line","17972","20264","GeneID:100766615,Genbank:XP_003506907.1","XP_003506907.1","Dedd","death effector domain-containing protein","XP_003506907.1"
"mapping_line","17973","20265","GeneID:100767197,Genbank:XP_003506909.1","XP_003506909.1","Ufc1","ubiquitin-fold modifier-conjugating enzyme 1","XP_003506909.1"
"mapping_line","17974","20266","GeneID:100767485,Genbank:XP_003506910.2","XP_003506910.2","Usp21","ubiquitin carboxyl-terminal hydrolase 21 isoform X1","XP_003506910.2"
"mapping_line","17975","20270","GeneID:100767777,Genbank:XP_003506911.1","XP_003506911.1","Ppox","protoporphyrinogen oxidase isoform X1","XP_003506911.1"
"mapping_line","17976","20269","GeneID:100767777,Genbank:XP_007645587.1","XP_007645587.1","Ppox","protoporphyrinogen oxidase isoform X1","XP_007645587.1"
"mapping_line","17977","20267","GeneID:100767777,Genbank:XP_007645588.1","XP_007645588.1","Ppox","protoporphyrinogen oxidase isoform X1","XP_007645588.1"
"mapping_line","17978","20268","GeneID:100767777,Genbank:XP_007645589.1","XP_007645589.1","Ppox","protoporphyrinogen oxidase isoform X1","XP_007645589.1"
"mapping_line","17979","20271","GeneID:100767777,Genbank:XP_007645590.1","XP_007645590.1","Ppox","protoporphyrinogen oxidase isoform X2","XP_007645590.1"
"mapping_line","17980","20277","GeneID:100689346,Genbank:NP_001233706.1","NP_001233706.1","B4galt3","beta-1%2C4-galactosyltransferase 3","NP_001233706.1"
"mapping_line","17981","20276","GeneID:100689346,Genbank:XP_007645568.1","XP_007645568.1","B4galt3","beta-1%2C4-galactosyltransferase 3 isoform X1","XP_007645568.1"
"mapping_line","17982","20273","GeneID:100689346,Genbank:XP_007645569.1","XP_007645569.1","B4galt3","beta-1%2C4-galactosyltransferase 3 isoform X1","XP_007645569.1"
"mapping_line","17983","20275","GeneID:100689346,Genbank:XP_007645570.1","XP_007645570.1","B4galt3","beta-1%2C4-galactosyltransferase 3 isoform X1","XP_007645570.1"
"mapping_line","17984","20272","GeneID:100689346,Genbank:XP_007645571.1","XP_007645571.1","B4galt3","beta-1%2C4-galactosyltransferase 3 isoform X1","XP_007645571.1"
"mapping_line","17985","20274","GeneID:100689346,Genbank:XP_007645572.1","XP_007645572.1","B4galt3","beta-1%2C4-galactosyltransferase 3 isoform X1","XP_007645572.1"
"mapping_line","17986","20278","GeneID:103164125,Genbank:XP_007645612.1","XP_007645612.1","LOC103164125","uncharacterized protein LOC103164125","XP_007645612.1"
"mapping_line","17987","20279","GeneID:100773045,Genbank:XP_007645592.1","XP_007645592.1","Adamts4","A disintegrin and metalloproteinase with thrombospondin motifs 4 isoform X1","XP_007645592.1"
"mapping_line","17988","20280","GeneID:100768067,Genbank:XP_007645591.1","XP_007645591.1","Ndufs2","NADH dehydrogenase [ubiquinone] iron-sulfur protein 2%2C mitochondrial","XP_007645591.1"
"mapping_line","17989","20281","GeneID:100768356,Genbank:XP_007645613.1","XP_007645613.1","Fcer1g","high affinity immunoglobulin epsilon receptor subunit gamma","XP_007645613.1"
"mapping_line","17990","20282","GeneID:100768641,Genbank:XP_007645593.1","XP_007645593.1","Apoa2","apolipoprotein A-II isoform X1","XP_007645593.1"
"mapping_line","17991","20283","GeneID:100768641,Genbank:XP_007645594.1","XP_007645594.1","Apoa2","apolipoprotein A-II isoform X2","XP_007645594.1"
"mapping_line","17992","20284","GeneID:100768641,Genbank:XP_003506914.1","XP_003506914.1","Apoa2","apolipoprotein A-II isoform X2","XP_003506914.1"
"mapping_line","17993","20285","GeneID:100769989,Genbank:XP_007645597.1","XP_007645597.1","Tomm40l","mitochondrial import receptor subunit TOM40B","XP_007645597.1"
"mapping_line","17994","20286","GeneID:100769989,Genbank:XP_003506920.1","XP_003506920.1","Tomm40l","mitochondrial import receptor subunit TOM40B","XP_003506920.1"
"mapping_line","17995","20287","GeneID:100768934,Genbank:XP_003506919.1","XP_003506919.1","Nr1i3","nuclear receptor subfamily 1 group I member 3 isoform X3","XP_003506919.1"
"mapping_line","17996","20289","GeneID:100768934,Genbank:XP_007645596.1","XP_007645596.1","Nr1i3","nuclear receptor subfamily 1 group I member 3 isoform X2","XP_007645596.1"
"mapping_line","17997","20290","GeneID:100768934,Genbank:XP_003506916.1","XP_003506916.1","Nr1i3","nuclear receptor subfamily 1 group I member 3 isoform X4","XP_003506916.1"
"mapping_line","17998","20291","GeneID:100768934,Genbank:XP_003506917.1","XP_003506917.1","Nr1i3","nuclear receptor subfamily 1 group I member 3 isoform X1","XP_003506917.1"
"mapping_line","17999","20288","GeneID:100768934,Genbank:XP_003506918.1","XP_003506918.1","Nr1i3","nuclear receptor subfamily 1 group I member 3 isoform X5","XP_003506918.1"
"mapping_line","18000","20292","GeneID:100770275,Genbank:XP_003506921.1","XP_003506921.1","Pcp4l1","Purkinje cell protein 4-like protein 1","XP_003506921.1"
"mapping_line","18001","20293","GeneID:100770558,Genbank:XP_003506922.1","XP_003506922.1","Mpz","myelin protein P0","XP_003506922.1"
"mapping_line","18002","20295","GeneID:100689402,Genbank:NP_001233755.1","NP_001233755.1","Sdhc","succinate dehydrogenase cytochrome b560 subunit%2C mitochondrial","NP_001233755.1"
"mapping_line","18003","20294","GeneID:100689402,Genbank:XP_007645573.1","XP_007645573.1","Sdhc","succinate dehydrogenase cytochrome b560 subunit%2C mitochondrial isoform X1","XP_007645573.1"
"mapping_line","18004","20297","GeneID:100773340,Genbank:XP_007645598.1","XP_007645598.1","LOC100773340","UPF0740 protein C1orf192 homolog","XP_007645598.1"
"mapping_line","18005","20296","GeneID:100773340,Genbank:XP_007645599.1","XP_007645599.1","LOC100773340","UPF0740 protein C1orf192 homolog","XP_007645599.1"
"mapping_line","18006","20320","GeneID:103161891,Genbank:XP_007645602.1","XP_007645602.1","Fcgr2a","low affinity immunoglobulin gamma Fc region receptor II-a isoform X2","XP_007645602.1"
"mapping_line","18007","20319","GeneID:103161891,Genbank:XP_007645600.1","XP_007645600.1","Fcgr2a","low affinity immunoglobulin gamma Fc region receptor II-a isoform X1","XP_007645600.1"
"mapping_line","18008","20318","GeneID:103161891,Genbank:XP_007645601.1","XP_007645601.1","Fcgr2a","low affinity immunoglobulin gamma Fc region receptor II-a isoform X1","XP_007645601.1"
"mapping_line","18009","20326","GeneID:103161892,Genbank:XP_007645603.1","XP_007645603.1","LOC103161892","low affinity immunoglobulin gamma Fc region receptor III-like isoform X1","XP_007645603.1"
"mapping_line","18010","20327","GeneID:103161892,Genbank:XP_007645604.1","XP_007645604.1","LOC103161892","low affinity immunoglobulin gamma Fc region receptor III-like isoform X2","XP_007645604.1"
"mapping_line","18011","20328","GeneID:103161893,Genbank:XP_007645605.1","XP_007645605.1","Fcgr2b","low affinity immunoglobulin gamma Fc region receptor II-b","XP_007645605.1"
"mapping_line","18012","20329","GeneID:100771125,Genbank:XP_003506924.1","XP_003506924.1","Fcrla","Fc receptor-like A isoform X4","XP_003506924.1"
"mapping_line","18013","20330","GeneID:100771125,Genbank:XP_007645606.1","XP_007645606.1","Fcrla","Fc receptor-like A isoform X1","XP_007645606.1"
"mapping_line","18014","20331","GeneID:100771125,Genbank:XP_007645609.1","XP_007645609.1","Fcrla","Fc receptor-like A isoform X6","XP_007645609.1"
"mapping_line","18015","20332","GeneID:100771125,Genbank:XP_007645607.1","XP_007645607.1","Fcrla","Fc receptor-like A isoform X2","XP_007645607.1"
"mapping_line","18016","20333","GeneID:100771125,Genbank:XP_003506923.1","XP_003506923.1","Fcrla","Fc receptor-like A isoform X3","XP_003506923.1"
"mapping_line","18017","20334","GeneID:100771125,Genbank:XP_007645608.1","XP_007645608.1","Fcrla","Fc receptor-like A isoform X5","XP_007645608.1"
